Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Exchange,1-Month High,1-Month Low,1-Year Beta,Aroon Down (14),Aroon Up (14),Average Volume (10 day),Average Directional Index (14),Awesome Oscillator,Bollinger Lower Band (20),Bollinger Upper Band (20),Bull Bear Power,"Change 1h, %",Average True Range (14),Change 1h,"Change 1W, %","Change 1m, %","Change 5m, %","Change 15m, %",Commodity Channel Index (20),Country,Exponential Moving Average (20),High,Hull Moving Average (9),"Ichimoku Base Line (9, 26, 52, 26)","Ichimoku Conversion Line (9, 26, 52, 26)","Ichimoku Leading Span A (9, 26, 52, 26)","Ichimoku Leading Span B (9, 26, 52, 26)","Change 1M, %","Change 4h, %",Industry,Low,"MACD Level (12, 26)","MACD Signal (12, 26)",Momentum (10),Keltner Channels Lower Band (20),Keltner Channels Upper Band (20),Moving Averages Rating,Negative Directional Indicator (14),Open,Oscillators Rating,Positive Directional Indicator (14),Relative Strength Index (14),Relative Volume,Relative Volume at Time,Simple Moving Average (5),Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (200),"Stochastic %D (14, 3, 3)","Stochastic %K (14, 3, 3)","Stochastic RSI Fast (3, 3, 14, 14)","Stochastic RSI Slow (3, 3, 14, 14)",Volatility Week,Volatility Month,Volatility,Volume Weighted Average Price,Volume Weighted Moving Average (20),Average Day Range (14)
ESG,ESG EMIRATES STALLIONS GROUP P.J.S.C,4.82,0,0,Buy,950,4579,1205000043,8.13090418,0.5928,Finance,ADX,5.15,4.31,0.58324194,14.28571429,0,2003096.5,8.13558853,-0.00988235,4.70390598,4.90609402,0.0341958,2.11864407,0.04923554,0.1,0,0,0,0,30.81232493,United Arab Emirates,4.80168446,4.82,4.78281481,4.765,4.78,4.7825,4.78,0,2.11864407,Financial Conglomerates,4.82,0.00304541,0.00446303,0.02,4.70379701,4.8995719,Strong Buy,38.71692051,4.82,Neutral,41.09627142,51.71783367,0.00502905,,4.796,4.805,4.7816,4.6613,65.77676074,71.92982456,69.0324685,60.88387323,4.08602151,2.88153871,4.08602151,4.79873613,4.80984784,0.01214286
ESHRAQ,ESHRAQ INVESTMENTS P.J.S.C,0.562,-0.35460993,-0.002,Strong Sell,1206230,677901.26,1559026061,1.85111989,0.3036,Finance,ADX,0.589,0.54,1.0659485,21.42857143,0,14383149.4,20.33118846,-0.0022,0.56025521,0.56984479,-0.00444925,-0.53097345,0.00209654,-0.003,0.35714286,0,-0.35460993,-0.35460993,-111.51079137,United Arab Emirates,0.56468571,0.562,0.56377407,0.568,0.5645,0.56525,0.564,0.35714286,-0.53097345,Real Estate Development,0.562,-0.00076856,-0.0005676,-0.003,0.56044206,0.56892937,Strong Sell,27.51648195,0.562,Sell,30.99120349,43.02060596,3.84001706,2.6264458,0.5642,0.56505,0.5656,0.56391,44.88536155,29.36507937,43.98400375,61.4039151,2.49554367,2.01740359,2.67379679,0.56818705,0.56515939,0.00092857
FAB,First Abu Dhabi Bank,13.76,1.02790015,0.14,Strong Buy,969802,13344475.52,150590412423,12.95790564,1.0619,Finance,ADX,13.82,12.78,1.7796932,14.28571429,100,6461770.7,21.75976165,0.04758824,13.5113933,13.6966067,0.26457758,1.47492625,0.03310146,0.2,0.8797654,0,1.02790015,1.02790015,371.77962743,United Arab Emirates,13.61717946,13.76,13.66814815,13.64,13.67,13.62,13.58,0.8797654,1.47492625,Investment Banks/Brokers,13.76,0.01791979,0.00462466,0.2,13.54638882,13.68797009,Strong Buy,22.16442494,13.76,Buy,45.91610102,71.96822536,32.85648947,0.54882938,13.652,13.604,13.6052,13.6132,87.03703704,88.88888889,88.08062255,86.09405964,1.92307692,1.33870718,1.92307692,13.65317937,13.68887363,0.02142857
FERTIGLB,Fertiglobe plc,3.42,0.29325513,0.01,Strong Buy,277128,947777.76,27560379641,7.51318102,0.4552,Process Industries,ADX,3.42,3.17,1.0528551,0,21.42857143,3682276.6,18.59723761,0.01820588,3.37918065,3.42881935,0.0223348,0,0.00747949,0,3.01204819,0,0.29325513,0.29325513,105.59006211,United Arab Emirates,3.40429377,3.42,3.41281481,3.395,3.41,3.37,3.345,3.01204819,0,Chemicals: Agricultural,3.42,0.0090137,0.00930943,0,3.38895837,3.41962918,Strong Buy,20.43428526,3.42,Buy,25.9234672,74.38466388,5.40141034,1.29276624,3.412,3.404,3.388,3.3151,73.14814815,77.77777778,37.12344595,27.04928547,2.7027027,1.49708953,3.003003,3.3865513,3.40872909,0.00714286
FNF,FOODCO NATIONAL FOODSTUFF PrJSC,1.9,0.52910053,0.01,Buy,1000,1900,531999993,,-0.0674,Distribution Services,ADX,1.9,1.44,-1.4416201,21.42857143,57.14285714,1633.3,21.05124928,0.06608824,1.39749507,2.15850493,0.16324507,0.52910053,0.05321181,0.01,-0.52631579,0.52910053,0.52910053,0.52910053,48.11605619,United Arab Emirates,1.80595552,1.9,1.934,1.71,1.68,1.8125,1.66,18.86792453,0.52910053,Food Distributors,1.9,0.02094003,-0.0062173,0.45,1.70586367,1.90604738,Buy,41.81144095,1.9,Buy,56.05610919,57.33853462,1.13791534,,1.898,1.778,1.798,2.41055,92.9809605,96.00738846,96.59959974,94.5442753,0,2.28637954,0.52910053,1.9,1.69516242,0.00071429
GCEM,Gulf Cement Co.,0.477,-3.44129555,-0.017,Sell,30000,14310,208558594,,-0.1146,Non-Energy Minerals,ADX,0.511,0.377,0.45905522,0,42.85714286,336371.1,10.69354433,-0.00352059,0.4588438,0.5088562,-0.0112292,0,0.0108426,0,-6.1023622,-3.44129555,-3.44129555,-3.44129555,-45.30181902,United Arab Emirates,0.48369937,0.477,0.48391481,0.4925,0.485,0.47775,0.4505,-6.1023622,0,Construction Materials,0.477,-0.00128506,-0.00097464,0.002,0.46186632,0.50553242,Sell,42.9839726,0.477,Sell,44.07529787,47.54049766,3.5925132,,0.484,0.48385,0.4856,0.428515,32.02614379,36.96078431,45.26947352,41.98678922,7.36842105,4.43815896,7.36842105,0.48335706,0.48406169,0.00121429
GFH,GFH FINANCIAL GRP,1.1,0,0,Strong Buy,1431912,1575103.2,3935234346.146772,11.37140684,0.09673385,Finance,DFM,1.13,0.932,1.2390924,0,92.85714286,28581411,35.28400351,0.008,1.0727335,1.0992665,0.01956005,0.91743119,0.00358529,0.01,3.77358491,0,0,0,182.79569892,Bahrain,1.08773654,1.1,1.09751852,1.09,1.09,1.08,1.075,3.77358491,0.91743119,Investment Banks/Brokers,1.1,0.00462306,0.00332997,0.02,1.08139803,1.09407504,Strong Buy,13.48686776,1.1,Buy,59.34622059,68.33408098,4.41956196,0.86409597,1.094,1.086,1.0794,1.0696,100,100,89.74384243,79.25088779,3.77358491,3.22668495,3.77358491,1.08862154,1.09001264,0.00214286
GFH.DH,GFH Financial Group B.S.C,1.08,0,0,Strong Buy,209396,226147.68,3935234346.146772,11.16465399,0.09673385,Finance,ADX,1.13,0.94,1.2390924,0,42.85714286,8822632.8,37.82788686,0.00841176,1.06435857,1.07864143,0.01463067,0.93457944,0.00290949,0.01,1.88679245,0,0,0,254.19664269,Bahrain,1.07089846,1.08,1.07674074,1.07,1.075,1.055,1.06,1.88679245,0.93457944,Investment Banks/Brokers,1.08,0.00338132,0.00299422,0.01,1.06583954,1.07595738,Strong Buy,12.94533748,1.08,Neutral,57.93278859,66.92066811,1.8046541,,1.074,1.0715,1.0636,1.05695,33.33333333,66.66666667,47.88959847,23.94479924,1.88679245,3.093035,1.88679245,1.07216685,1.07323767,0.00071429
GHITHA,GHITHA HOLDING P.J.S.C.,41.48,0.82644628,0.34,Buy,105,4355.4,9929759882,,,Distribution Services,ADX,42,38,1.4398537,78.57142857,35.71428571,94274.7,21.2479826,-0.05035294,41.04607694,41.51392306,0.44381158,0.43583535,0.14964675,0.18,0.92457912,0.82644628,0.82644628,0.82644628,176.91857059,United Arab Emirates,41.2518441,41.48,41.21940741,41.45,41.32,41.325,40.33,0.92457912,0.43583535,Food Distributors,41.48,0.03281516,0.05251767,0.18,40.97121739,41.53247082,Strong Buy,19.37800203,41.48,Neutral,42.95131591,58.55237442,0.23961661,,41.22,41.28,41.1608,39.5151,8.21256039,24.63768116,28.8995042,9.63316807,2.14111922,2.66099733,2.14112409,41.32563083,41.27762136,0.05571429
GMPC,Gulf Medical Projects Company,1.93,0,0,Buy,3382,6527.26,1348908192,36.83206107,0.0524,Health Services,ADX,1.93,1.62,-0.3619861,85.71428571,92.85714286,6611.5,8.8710898,-0.03632353,1.64758382,2.00541618,0.19597034,14.88095238,0.07910186,0.25,14.88095238,0,0,0,94.93284493,United Arab Emirates,1.83476558,1.93,1.82925926,1.805,1.805,1.9325,1.95,7.82122905,14.88095238,Hospital/Nursing Management,1.93,-0.00702631,-0.01623369,0.05,1.67939761,1.99013355,Strong Buy,45.60645213,1.93,Neutral,52.05142854,54.3748205,0.84713073,,1.82,1.8265,1.8566,1.96155,42.22222222,66.66666667,66.66666667,44.96293766,5.46448087,5.94432922,13.66120219,1.9004267,1.80867679,0.00714286
GULFNAV,GULF NAVIGATION HO,5.62,1.07913669,0.06,Strong Buy,219145,1231594.9,3590226400,425.75757576,0.0132,Transportation,DFM,6,4,0.7129471,7.14285714,7.14285714,4739278.1,30.15562213,-0.00497059,5.51133061,5.62366939,0.09627848,0.71684588,0.03454865,0.04,-0.17761989,1.07913669,1.07913669,1.07913669,271.57360406,United Arab Emirates,5.57267287,5.62,5.57574074,5.58,5.58,5.5975,5.605,-0.17761989,0.71684588,Marine Shipping,5.62,-0.0024702,-0.0063327,0.07,5.50487166,5.64047407,Strong Buy,15.66853674,5.62,Buy,34.21638392,57.51411001,3.96199364,0.88736759,5.568,5.5675,5.5844,5.54015,36.2962963,46.66666667,41.34316242,31.89444779,3.09090909,5.37347351,3.09090909,5.59091199,5.59071031,0.02857143
HAYAH,Hayah Insurance Company P.J.S.C,1.51,16.15384615,0.21,Strong Buy,172492,260462.92,263999986.99999997,133.62831858,0.0113,Finance,ADX,1.51,0.734,-0.82686543,0,92.85714286,838340.2,25.00525643,0.13408824,1.15867178,1.49032822,0.26763493,17.05426357,0.06114376,0.22,14.39393939,0,16.15384615,16.15384615,185.80340583,United Arab Emirates,1.35313764,1.51,1.46292593,1.38,1.4,1.295,1.305,14.39393939,17.05426357,Multi-Line Insurance,1.51,0.03904767,0.02060056,0.22,1.20500306,1.50127221,Strong Buy,26.5153888,1.51,Buy,21.27997492,62.86788296,1.10503934,,1.432,1.3245,1.3154,1.24829,76.4957265,73.07692308,55.14646199,72.31864508,20.8,10.69066675,20.8,1.38739873,1.39013744,0.04857143
IHC,International Holding Company PJSC,395,-0.02531005,-0.1,Sell,1015,400925,864254775391,55.49935368,7.1172,Health Services,ADX,400,394,0.56951123,71.42857143,64.28571429,557160.9,23.34048253,-0.01029412,394.93675446,395.06324554,-0.01088213,0,0.06605872,0,0.25380711,-0.02531005,-0.02531005,-0.02531005,-8.65800866,United Arab Emirates,395.00704967,395,395.04037037,395,395,394.95,395.45,0.25380711,0,Medical/Nursing Services,395,-0.00940481,-0.01871311,0,394.89008241,395.12401693,Strong Sell,22.67308848,395,Neutral,47.99683114,48.74363574,1.40542786,,395,395,395.002,395.2885,55.55555556,66.66666667,84.29472504,83.65379724,0.05064573,0.16157341,0.27855153,395.0198915,395.00036106,0.02142857
INVICTUS,Invictus Investment Company PLC,2.77,0,0,Sell,1000,2770,3102400000,8.88675008,0.3117,Distribution Services,ADX,2.92,2.66,0.57803893,21.42857143,71.42857143,2894093.8,9.34947701,-0.00752941,2.75347389,2.82052611,-0.03387611,-2.12014134,0.01341143,-0.06,0,0,0,0,-90.27777778,United Arab Emirates,2.78749314,2.77,2.76337037,2.8,2.8,2.78,2.755,0,0,Wholesale Distributors,2.77,0.00034761,0.00415033,-0.04,2.76302072,2.81196557,Strong Sell,52.956669,2.77,Sell,41.89457821,45.38606816,0.00341543,,2.784,2.787,2.7784,2.78075,14.81481481,0,0,11.70247576,2.16606498,1.9487867,2.16606498,2.79940801,2.7926519,0.00214286
ITHMR,ITHMAAR HOLDING,0.28,0.35842294,0.001,Sell,966300,270564,856401574.3976458,,-0.04855083,Finance,DFM,0.329,0.145,-1.559852,7.14285714,71.42857143,121373419.9,18.27408225,-0.00026765,0.27694405,0.28325595,-0.00008868,0.35842294,0.0020363,0.001,-9.67741935,0,0.35842294,0.35842294,0,Bahrain,0.28045238,0.28,0.27948148,0.2815,0.281,0.288,0.2995,-9.67741935,0.35842294,Major Banks,0.28,-0.00110044,-0.00147643,0.001,0.27677381,0.28413095,Sell,20.3899426,0.28,Neutral,33.16688719,46.09327343,0.99687413,0.8951264,0.2802,0.2801,0.28242,0.30616,18.33333333,8.33333333,22.88689,37.31698974,13.26164875,8.8740164,13.26164875,0.28715172,0.28019717,0.00092857
KICO,AL KHALEEJ Investment,0.9,0,0,Sell,4376,3938.4,94499997,10.50175029,0.0857,Finance,ADX,0.96,0.9,-0.17514455,85.71428571,7.14285714,15461.4,13.23539728,-0.03842647,0.88686669,1.02643331,-0.07187151,0,0.02203191,0,0,0,0,0,-130.72669826,United Arab Emirates,0.95037261,0.9,0.88944444,0.9465,0.935,0.9855,1.013,-6.25,0,Real Estate Development,0.9,-0.03000642,-0.0274242,-0.08,0.9176607,0.98308451,Strong Sell,60.52876283,0.9,Neutral,39.38868039,38.23689882,0.41417822,,0.912,0.95665,1.02938,,4.48933782,0,0,0,1.11111111,0.74074074,0,0.9,0.96562921,0.00071429
MANAZEL,Manazel PJSC,0.382,-0.77922078,-0.003,Strong Sell,203106,77586.492,985400021,,-0.0588,Finance,ADX,0.395,0.355,0.7057316,100,0,3746295.2,19.21850182,0.00112353,0.38356697,0.38723303,-0.00583125,-1.03626943,0.00077506,-0.004,0.79155673,-0.77922078,-0.77922078,-0.77922078,-374.42922374,United Arab Emirates,0.38476521,0.382,0.38404074,0.3825,0.384,0.38275,0.384,0.79155673,-1.03626943,Real Estate Development,0.382,0.00034725,0.00073575,-0.004,0.3833174,0.38621303,Strong Sell,57.08264894,0.382,Sell,27.5447203,36.23747547,0.95116736,,0.3848,0.3854,0.38324,0.381405,33.33333333,0,0,17.49005296,2.11640212,2.0490307,2.11640212,0.3836562,0.38530796,0.00014286
MAZAYA,AL MAZAYA HOLDING,1.02,0,0,Strong Sell,8000,8160,342335164.8464227,,-0.23766984,Finance,DFM,1.02,1.02,,85.71428571,0,0,26.63765524,-0.24303529,0.84117555,1.42892445,-0.08107636,0,0.05850369,0,0,0,0,0,-60.93505477,Kuwait,1.1094974,1.02,0.95765926,1.1355,1.0255,1.355,1.355,0,0,Real Estate Development,1.02,-0.0899347,-0.08204755,-0.15,0.97821446,1.24078034,Strong Sell,56.84279828,1.02,Sell,41.11441592,41.52743533,2.36686391,,0.9842,1.13505,1.27482,1.388055,13.69233995,27.38990226,68.7900213,55.76513005,0,0,0,1.02,1.34007122,0
MULTIPLY,Multiply Group PJSC,3.25,0.30864198,0.01,Strong Buy,1650035,5362613.75,35392000961,2.01126307,1.6159,Commercial Services,ADX,3.35,3.05,2.2795138,28.57142857,0,25245286.5,33.2111222,0.01855882,3.20263932,3.24736068,0.04249738,0.93167702,0.01169285,0.03,2.84810127,0,0.30864198,0.30864198,231.88405797,United Arab Emirates,3.22370077,3.25,3.23892593,3.22,3.23,3.1875,3.17,2.84810127,0.93167702,Miscellaneous Commercial Services,3.25,0.00989355,0.0091754,0.03,3.19940813,3.24799342,Strong Buy,12.96329712,3.25,Buy,27.65555298,70.34167574,12.18308949,1.07765808,3.232,3.225,3.2038,3.16635,52.77777778,75,67.0708854,37.60533973,2.84810127,2.21153391,2.84810127,3.19745269,3.23286074,0.00928571
NBQ,National Bank of Umm Al Qaiwain,1.6,-5.88235294,-0.1,Strong Sell,1000,1600,3099999905,7.66283525,0.2088,Finance,ADX,1.7,1.54,-0.22162251,14.28571429,0,171031.2,7.94417183,0.00617647,1.53426696,1.77373304,-0.09912672,-5.88235294,0.05228834,-0.1,3.22580645,-5.88235294,-5.88235294,-5.88235294,-71.76826632,United Arab Emirates,1.64779371,1.6,1.64488889,1.625,1.625,1.5975,1.635,3.22580645,3.22580645,Regional Banks,1.6,0.00256128,0.00363464,-0.09,1.53982704,1.75576038,Strong Sell,52.94635394,1.6,Sell,39.02092529,46.48374715,0.04211945,,1.64,1.654,1.6402,1.6423926,64.95098039,75.24509804,74.14888907,61.71763868,6.25,3.51199204,9.375,1.60196078,1.57442268,0.00571429
NCTH,National Corporation for Tourism & Hotels,2.9,-0.68493151,-0.02,Strong Sell,62010,179829,2643136853,38.97849462,0.0744,Consumer Services,ADX,3.2,2.9,-0.366771,57.14285714,28.57142857,201625.2,32.78125239,-0.07182353,2.881,3.005,-0.05574996,0,0.01632209,0,-1.36054422,-0.68493151,-0.68493151,-0.68493151,-119.23411662,United Arab Emirates,2.94200872,2.9,2.90407407,2.965,2.94,3.0275,3.055,-1.36054422,0,Restaurants,2.9,-0.02622982,-0.02360727,-0.08,2.90836369,2.97565374,Strong Sell,59.83762293,2.9,Sell,22.75613029,36.838721,1.90992168,,2.906,2.943,2.9922,3.00555,9.72222222,12.5,47.15438293,41.37329154,2.75862069,2.17738915,2.75862069,2.92394568,2.92886982,0.00714286
NIH,NATL INTERNATIONAL,1.45,2.11267606,0.03,Strong Buy,56102,81347.9,322264635.43718964,20.2346525,0.07165925,Finance,DFM,1.46,1.28,,7.14285714,78.57142857,139991.8,8.22872712,0.03652941,1.31309556,1.49090444,0.0578207,2.11267606,0.03210337,0.03,-0.68493151,2.11267606,2.11267606,2.11267606,104.16666667,Kuwait,1.41400858,1.45,1.45225926,1.37,1.425,1.4125,1.415,-0.68493151,-0.68493151,Financial Conglomerates,1.45,0.01149249,0.00395753,0.09,1.35017187,1.47784528,Strong Buy,32.81389166,1.45,Buy,48.76466944,55.15666818,0.50297651,,1.444,1.402,1.4082,1.4386,94.44444444,90.74074074,86.82699199,92.17235356,2.11267606,1.7548896,2.81690141,1.435,1.41520593,0.00857143
NMDC,National Marine Dredging Co.,19.9,0,0,Buy,125,2487.5,16104000378,10.65481608,1.8677,Industrial Services,ADX,20.299999,17.92,0.6857816,21.42857143,57.14285714,1509692.3,22.13265576,0.12270588,19.72347709,19.97452291,0.0550658,0.20140987,0.04511696,0.04,1.94672131,0,0,0,63.79155436,United Arab Emirates,19.84946963,19.9,19.90281481,19.9,19.9,19.58,19.73,1.94672131,0.20140987,Engineering & Construction,19.9,0.04579549,0.0471001,0.2,19.77420647,19.9247328,Strong Buy,28.28089312,19.9,Sell,57.21773091,58.36352042,0.0709824,,19.9,19.849,19.7244,19.2127,76.92307692,76.92307692,100,100,4.02892562,2.24443603,4.02892562,19.66563755,19.83108591,0.02571429
OEIHC,Oman & Emirates Investment Holding Co,0.322,0,0,Strong Sell,34788,11201.736,87199914.93470664,2.48270994,0.12969699,Finance,ADX,0.33,0.32,1.3392093,85.71428571,0,4389.2,32.16674481,-0.03968824,0.30679379,0.40180621,-0.03301856,0,0.00552661,0,0,0,0,0,-92.57120862,Oman,0.34671541,0.323,0.31828148,0.36,0.345,0.3755,0.362,0,0,Financial Conglomerates,0.322,-0.01303355,-0.00845056,-0.048,0.3353133,0.35811751,Strong Sell,69.14339237,0.323,Sell,29.985065,29.32633343,45.17922078,,0.3248,0.3543,0.36246,0.53512,1.16959064,2.33918129,18.26920852,19.9333794,0.31055901,0.85888975,0.31055901,0.32233333,0.34540081,0.00035714
OIC,OMAN INSURANCE CO,3.55,1.42857143,0.05,Buy,121871,432642.05,1778207662,7.29402096,0.4867,Finance,DFM,3.55,3.55,0.18358319,14.28571429,0,0,40.15214744,0.16294118,3.35798463,3.66701537,0.10422455,1.42857143,0.03499469,0.05,0,1.42857143,1.42857143,1.42857143,50,United Arab Emirates,3.44609076,3.55,3.515,3.515,3.525,2.8525,2.615,0,1.42857143,Multi-Line Insurance,3.55,0.1200281,0.15774769,0.05,3.39114049,3.50104103,Strong Buy,30.29779173,3.55,Neutral,69.70161269,69.70180044,3.69306061,,3.51,3.5125,3.0394,2.05765,17.06349206,8.33333333,7.54042397,2.51347466,0,0,0,3.55,3.57001131,0
PALMS,PALMS SPORTS PrJSC,9.97,-0.2002002,-0.02,Buy,60000,598200,1480499983,12.28437654,0.8116,Consumer Services,ADX,9.99,9.05,0.47103646,85.71428571,92.85714286,271537.5,13.87771391,0.17761765,9.27856089,10.16943911,0.3398137,6.63101604,0.13794006,0.62,1.01317123,-0.2002002,-0.2002002,-0.2002002,88.68772926,United Arab Emirates,9.75720581,9.97,9.75577778,9.615,9.67,9.4775,9.45,1.01317123,1.01317123,Movies/Entertainment,9.97,0.07723351,0.06985868,0.09,9.45797872,10.0564329,Strong Buy,41.87961379,9.97,Neutral,55.79275006,56.97664147,3.05174229,,9.812,9.724,9.6346,9.73475,61.48737223,65.625,55.36852529,50.39725986,6.84491979,2.72990641,6.84491979,9.81521848,9.69052633,0.01571429
PRESIGHT,Presight AI Holding PLC,3.25,0,0,Neutral,9011,29285.75,18284300000,,,Technology Services,ADX,3.4,3.22,0.6137409,64.28571429,0,4307310,17.18947024,-0.00626471,3.21719649,3.26280351,0.01733676,0.30864198,0.01292963,0.01,-0.30674847,0,0,0,77.66990291,United Arab Emirates,3.24271223,3.25,3.25562963,3.245,3.24,3.255,3.275,-0.30674847,0.30864198,Packaged Software,3.25,-0.00346814,-0.00647732,0.01,3.21591846,3.269506,Buy,18.57889613,3.25,Neutral,35.99692426,52.33325412,0.19967028,,3.244,3.24,3.2544,3.2882,66.66666667,83.33333333,84.74316929,76.53501529,1.86335404,1.52327519,1.86335404,3.25733251,3.23900632,0.01214286
QHOLDING,Q Holding PSC,2.3,-0.43290043,-0.01,Strong Sell,252540,580842,16179214841,,,Finance,ADX,2.51,2.27,0.7639278,42.85714286,0,8227253.3,47.53627239,-0.02897059,2.28756951,2.35943049,-0.02850578,-0.86206897,0.01281895,-0.02,-2.54237288,0,-0.43290043,-0.43290043,-100.49539986,United Arab Emirates,2.32144483,2.3,2.30477778,2.32,2.305,2.3675,2.37,-2.54237288,-0.86206897,Financial Conglomerates,2.3,-0.01368835,-0.0132829,-0.02,2.29327595,2.34961372,Strong Sell,33.03681421,2.3,Sell,9.86282701,35.67445495,0.39926282,2.25702917,2.306,2.3235,2.351,2.3741,42.59259259,44.44444444,88.80532772,85.19498154,4.8245614,2.54564099,4.8245614,2.33554799,2.31476538,0.01571429
RAKBANK,The National Bank of Ras Al Khaimah,4.5,0,0,Sell,1111,4999.5,9051725281,6.45994832,0.6966,Finance,ADX,5.16,4.166665,-0.04738013,0,14.28571429,194186.9,9.27402649,-0.09112735,4.24005421,5.00094579,-0.1699028,0,0.11317717,0,0,0,0,0,-58.97294313,United Arab Emirates,4.59623567,4.5,4.45051852,4.745,4.725,4.47833275,4.5208315,0,0,Regional Banks,4.5,-0.01223112,0.02199663,-0.46,4.38062921,4.81184213,Sell,52.47139378,4.5,Sell,45.85279697,46.85249639,0.23624726,,4.5,4.6205,4.55176606,4.37785695,0,0,0,0,13.33333333,4.50426231,13.33333333,4.52446909,4.52422224,0.00571429
RAKCEC,RAK Ceramics PJSC,2.71,0,0,Buy,19055,51639.05,2663126568,8.42399751,0.3217,Producer Manufacturing,ADX,2.77,2.61,0.234104,0,50,955363.3,20.52829961,0.01132353,2.68262539,2.72237461,0.00559523,0,0.002901,0,1.11940299,0,0,0,67.54772394,United Arab Emirates,2.70484311,2.71,2.70959259,2.7,2.71,2.7,2.72,1.11940299,0,Building Products,2.71,0.00404984,0.00333119,0.01,2.69994907,2.70973715,Strong Buy,36.59712562,2.71,Neutral,58.10676222,58.79337056,1.15063646,,2.71,2.7025,2.698,2.6827,51.85185185,50,27.79719384,30.34175996,1.11524164,0.89731817,1.48698885,2.70197232,2.69792648,0.00071429
